year	month	TPLnr	time pnt	lon	lat	vort_filt	thetaSST-theta500	UPVnorth	low depth	max grad theta_e	theta_eSST - theta_e700	shear	PLpoint
1983.0	1.0	14.0	0.0	-37.26944	62.690399	4.867085	1.47466674805	26.5947360992	-0.507629394531	14.345659256	13.0872497559	127.595786835	1.0
1983.0	1.0	188.0	5.0	-0.083191	68.076042	3.404945	-2.97356882403	31.5982303619	-0.111511230469	2.90169644356	6.21569824219	46.4533180107	0.0
1983.0	1.0	188.0	6.0	5.705354	71.147942	5.332141	-4.61652271168	34.191947937	-0.16162109375	3.93897891045	9.49029541016	59.0415802191	0.0
1983.0	1.0	188.0	7.0	10.18631	74.492851	3.354309	-7.93775762514	31.1308574677	-0.165405273438	5.29195308685	5.18084716797	46.6834466117	0.0
1983.0	1.0	188.0	8.0	8.482601	78.026604	4.13646	-7.03735172047	26.2500724792	-0.484924316406	6.66500329971	3.62545776367	68.9336784141	1.0
1983.0	1.0	188.0	9.0	6.474046	77.953117	5.775918	-4.72075997147	14.3314752579	-0.814270019531	6.53329658508	4.24380493164	123.585747617	1.0
1983.0	1.0	291.0	9.0	-46.277954	61.036266	3.373521	1.37075805664	24.330242157	-0.18212890625	7.28533267975	14.552947998	100.470714302	0.0
1983.0	1.0	291.0	10.0	-43.420074	60.760212	5.683496	0.974568684896	20.6892433167	-0.141235351562	8.42978858948	14.3100891113	109.301991855	0.0
1983.0	1.0	291.0	11.0	-42.134521	60.934498	5.717666	0.865086605674	26.3759021759	-0.829467773438	10.5913591385	14.2548828125	108.71797231	0.0
1983.0	1.0	291.0	12.0	-40.022949	61.499397	7.235154	1.24056396484	27.3725032806	-0.750122070312	15.0301771164	15.3421020508	113.333577173	1.0
1983.0	1.0	291.0	13.0	-39.557861	61.64283	7.300245	-0.865325927734	31.3297996521	-0.662292480469	16.4337921143	15.9367675781	110.507503461	0.0
1983.0	1.0	291.0	14.0	-39.491394	61.624874	6.956555	-0.774681396484	31.5668506622	-0.572692871094	13.2975549698	15.2412109375	122.478004147	0.0
1983.0	1.0	291.0	15.0	-38.848816	61.903301	6.781173	-1.49641357422	35.4078330994	-0.424926757812	11.6209087372	14.3092346191	104.320185589	0.0
1983.0	1.0	291.0	16.0	-37.016388	62.984707	7.435777	-0.689318847656	36.0301208496	-0.417358398438	11.2889451981	14.9729003906	84.0469794228	0.0
1983.0	1.0	291.0	17.0	-37.30777	63.546841	6.626135	-0.894318847656	32.822555542	-0.233947753906	12.5067596436	13.9107971191	61.1821114816	0.0
1983.0	1.0	343.0	10.0	-62.719666	45.146168	3.329702	-27.6885506766	79.9947433472	-0.165649414062	7.80308485031	-3.22076416016	21.2595126373	0.0
1983.0	1.0	343.0	11.0	-58.167053	46.083515	6.020921	-26.1151921199	68.2087783813	-0.694519042969	7.75770616531	-1.93237304688	30.5565776879	0.0
1983.0	1.0	343.0	12.0	-53.803558	47.012451	8.433903	-25.5812242296	69.1003723145	-0.811096191406	9.18210887909	-2.25592041016	36.5686912366	0.0
1983.0	1.0	343.0	13.0	-49.253815	47.791359	7.153259	-24.4087383564	66.9110641479	-0.90087890625	9.00332546234	-1.94509887695	36.9899171	0.0
1983.0	1.0	343.0	14.0	-42.872009	50.000965	5.638213	-15.6939022667	70.0966796875	-0.84033203125	8.12894821167	6.08840942383	37.6547847646	0.0
1983.0	1.0	343.0	15.0	-36.395782	52.900364	10.86493	-10.5872883044	48.1825561523	-1.92120361328	9.92588996887	8.20819091797	67.051703637	0.0
1983.0	1.0	343.0	16.0	-30.917847	55.879845	16.44185	-10.4132802863	46.3796920776	-2.21405029297	13.0673303604	8.44515991211	98.2093868556	0.0
1983.0	1.0	343.0	17.0	-26.200226	58.919556	18.76096	-8.50006103516	34.7949333191	-1.93414306641	11.6750354767	10.4678649902	118.371464983	0.0
1983.0	1.0	343.0	18.0	-23.897369	61.619713	18.1765	-4.34957275391	34.8604736328	-1.70098876953	13.1810741425	10.8749084473	143.292002322	0.0
1983.0	1.0	343.0	19.0	-22.537384	62.713787	14.50918	-3.45233520508	31.407869339	-1.72369384766	9.43500137329	13.1480407715	157.107719162	0.0
1983.0	1.0	343.0	20.0	-20.202789	62.858662	10.54689	-2.52647677335	26.515039444	-1.77130126953	6.93228673935	11.0421142578	154.005204857	1.0
1983.0	1.0	343.0	21.0	-16.094666	62.776844	5.216147	-3.02977294922	22.1511611938	-1.18566894531	7.15730285645	10.1577453613	135.948010476	1.0
