year	month	TPLnr	time pnt	lon	lat	vort_filt	thetaSST-theta500	UPVnorth	low depth	max grad theta_e	theta_eSST - theta_e700	shear	PLpoint
2010.0	1.0	288.0	7.0	17.235064	76.114769	5.521451	-9.41167263455	11.5861473083	-1.22967529297	6.67173719406	8.34603881836	156.167618546	1.0
2010.0	1.0	288.0	8.0	16.535841	74.404953	4.675086	-6.3954183889	10.901465416	-0.939575195312	6.36159276962	9.60842895508	150.524702374	1.0
2010.0	1.0	288.0	9.0	14.283782	72.270851	6.892492	-3.91635296796	16.0379753113	-0.91650390625	5.68452692032	10.6746826172	121.328553399	1.0
2010.0	1.0	288.0	10.0	13.045787	69.312347	7.991763	-2.45368120747	21.8270835876	-1.11352539062	4.47267055511	9.39849853516	105.385204835	1.0
2010.0	1.0	288.0	11.0	13.186165	66.94278	8.87739	-4.24489746094	22.6361293793	-1.07159423828	6.11307811737	9.04174804688	112.658665492	0.0
2010.0	1.0	288.0	12.0	13.489645	65.177948	6.566044	-4.08653259277	19.2396011353	-0.487243652344	6.98120212555	9.13677978516	88.9857347284	0.0
2010.0	1.0	288.0	13.0	14.868355	63.456573	5.29769	nan	20.2046604156	-0.971435546875	6.89828777313	0.268005371094	59.4414658631	0.0
2010.0	1.0	824.0	24.0	17.773155	70.54081	6.722762	-6.44386858259	20.4745845795	-0.431762695312	4.01138162613	8.10852050781	97.0471729636	1.0
2010.0	1.0	824.0	25.0	16.840796	69.504318	5.195956	-7.47692435128	19.0033283234	-0.31005859375	5.095723629	7.51608276367	82.1345503402	0.0
2010.0	1.0	991.0	29.0	25.651176	73.060303	3.077941	-5.06867032438	28.8796958923	-0.578918457031	7.15268754959	8.40258789062	98.9064918628	1.0
2010.0	1.0	991.0	30.0	30.550985	72.373863	5.283838	-4.8279847841	27.2541065216	-0.774841308594	7.64521980286	6.68325805664	107.253071047	1.0
2010.0	1.0	991.0	31.0	34.511753	73.553284	6.485354	-5.32232453102	23.9420642853	-0.6484375	7.8603105545	7.33099365234	111.929689271	1.0
2010.0	1.0	991.0	32.0	37.070084	72.582008	5.549686	-6.93077870962	20.4482860565	-0.219421386719	7.02555608749	5.94500732422	91.1144043311	0.0
