year	month	TPLnr	time pnt	lon	lat	vort_filt	thetaSST-theta500	UPVnorth	low depth	max grad theta_e	theta_eSST - theta_e700	shear	PLpoint
1992.0	1.0	28.0	0.0	-19.265778	67.902245	9.645174	-7.70355815272	20.4686508179	-0.746215820312	9.33077049255	4.95767211914	132.033365127	1.0
1992.0	1.0	28.0	1.0	-16.155518	68.679482	8.004427	-7.60381587859	19.7358798981	-0.698486328125	10.04093647	4.11889648438	95.8742475014	1.0
1992.0	1.0	28.0	2.0	-12.816803	68.830986	5.452626	-7.11790121755	17.6343955994	-0.0695190429688	7.6637597084	3.63241577148	76.9016525515	0.0
1992.0	1.0	28.0	3.0	-11.712189	68.511658	4.179606	-6.31374137632	15.7974729538	-0.475646972656	5.24715328217	4.48315429688	77.1052050115	1.0
1992.0	1.0	36.0	0.0	0.814042	69.801163	17.024	-10.2601505403	29.9733905792	-1.53302001953	9.51063156128	6.13488769531	143.318394126	1.0
1992.0	1.0	36.0	1.0	8.315794	70.998207	14.03268	-9.87971785262	20.5538406372	-1.24371337891	7.63078784943	4.35202026367	119.191614541	1.0
1992.0	1.0	36.0	2.0	14.949851	72.586014	10.49626	-10.2278557855	19.9930210114	-0.867248535156	6.9856004715	4.42150878906	107.917636239	0.0
1992.0	1.0	36.0	3.0	18.210716	74.740273	6.593517	-11.8634764206	14.9924860001	-0.702514648438	13.3137807846	1.49282836914	138.879266413	0.0
1992.0	1.0	36.0	4.0	19.118938	75.733749	6.988309	-13.0460921067	23.6615924835	-0.636962890625	13.1273908615	0.150115966797	127.207551002	0.0
1992.0	1.0	36.0	5.0	21.824501	76.028526	5.492414	-15.3576698303	25.9271869659	-0.69921875	12.0268497467	1.20367431641	117.417100656	0.0
1992.0	1.0	36.0	6.0	24.135054	76.397598	4.262388	-16.4588050842	22.6408252716	-0.450134277344	10.6442213058	0.3740234375	118.529386664	0.0
1992.0	1.0	36.0	7.0	25.574472	76.769707	5.162061	-16.9336547852	22.1533031464	-0.635070800781	10.3473186493	-1.10546875	105.532822312	0.0
1992.0	1.0	36.0	8.0	24.098461	76.99279	5.43345	-16.6346130371	22.8428287506	-0.417419433594	10.0108470917	-0.572814941406	121.284119583	0.0
1992.0	1.0	36.0	9.0	21.558079	77.262825	5.697615	nan	23.3498268127	-0.391052246094	8.27708339691	-0.504974365234	117.465099612	0.0
1992.0	1.0	36.0	10.0	21.097572	76.530647	5.640856	nan	23.1836719513	-0.250610351562	5.98936986923	0.837066650391	130.605194083	0.0
1992.0	1.0	36.0	11.0	19.791309	75.698051	5.20365	-11.9532203674	21.7626171112	-0.425720214844	4.77718639374	1.93542480469	128.715791327	0.0
1992.0	1.0	36.0	12.0	12.361121	75.390991	5.013409	-10.6753078727	26.8653430939	-0.2890625	5.41631793976	3.21942138672	114.278363279	0.0
1992.0	1.0	36.0	13.0	7.34178	74.41761	5.990142	-8.47748938272	23.6135997772	-0.295349121094	6.22584724426	4.57739257812	nan	0.0
1992.0	1.0	36.0	14.0	5.092076	73.185997	5.554776	-6.25379902608	27.3847064972	-0.416320800781	7.65165090561	6.765625	111.743356194	1.0
1992.0	1.0	36.0	15.0	5.0715	71.423317	5.183025	-4.67105514939	23.4596099854	-0.529174804688	9.09130096436	7.91470336914	113.511200548	1.0
1992.0	1.0	36.0	16.0	8.189154	68.761795	4.843253	-2.77633470105	22.1966743469	-0.521789550781	6.3865275383	8.50106811523	105.737616239	1.0
1992.0	1.0	36.0	17.0	11.697563	67.298592	8.002204	-3.25136738439	21.4356060028	-0.666198730469	5.55793809891	6.60598754883	86.4889108738	1.0
1992.0	1.0	36.0	18.0	16.000769	65.630676	4.71138	nan	25.0870742798	-0.449096679688	4.25103569031	5.80673217773	79.7937195158	0.0
1992.0	1.0	36.0	19.0	22.236814	63.108086	6.331514	-8.3566644842	19.8323116302	-0.261657714844	5.48649501801	0.869140625	nan	0.0
1992.0	1.0	36.0	20.0	26.665661	61.007092	3.360746	-7.88710021973	19.8303794861	-0.205200195312	3.36529278755	1.79180908203	34.9474761657	0.0
1992.0	1.0	36.0	21.0	30.558092	58.341354	3.633459	nan	18.2936286926	-0.267883300781	2.68391728401	2.30014038086	55.5263666418	0.0
1992.0	1.0	38.0	0.0	-6.88562	78.236237	10.97657	-11.708770752	24.1712684631	-1.06896972656	9.09533023834	1.16326904297	163.510889579	0.0
1992.0	1.0	38.0	1.0	-10.468109	78.080658	10.45341	nan	20.6140594482	-1.10412597656	12.2224063873	1.47604370117	136.541621449	0.0
1992.0	1.0	38.0	2.0	-13.039978	76.757584	7.563291	nan	17.6343955994	-1.08911132812	10.7120323181	0.525329589844	131.013295205	0.0
1992.0	1.0	38.0	3.0	-10.960327	75.153275	5.243727	-8.9552192688	15.8860740662	-0.505920410156	12.8005247116	2.14688110352	139.0770467	0.0
1992.0	1.0	38.0	4.0	-8.412354	75.790672	5.208169	-9.75888241039	13.2565155029	-0.7939453125	9.8944234848	1.96047973633	156.619775057	0.0
1992.0	1.0	38.0	5.0	-9.138245	75.670502	6.60817	-8.9400177002	16.5420188904	-1.13293457031	9.74036598206	4.36630249023	150.994771061	0.0
1992.0	1.0	38.0	6.0	-9.460602	74.837326	7.736914	-7.87889237837	18.5777511597	-1.43914794922	10.2269687653	4.33703613281	147.738268472	0.0
1992.0	1.0	38.0	7.0	-9.550781	73.847542	7.641205	-5.55763149261	18.3115234375	-1.37133789062	8.42085075378	4.26251220703	148.531047124	0.0
1992.0	1.0	38.0	8.0	-9.637939	73.042778	7.970059	-5.02285271722	14.8040313721	-0.828674316406	8.46641254425	5.00802612305	161.963670564	1.0
1992.0	1.0	38.0	9.0	-10.262878	72.010307	5.99918	-5.37397065034	17.3837223053	-0.2333984375	10.4882001877	7.46740722656	154.20047451	0.0
1992.0	1.0	38.0	10.0	-10.54837	71.142883	5.176898	-5.46365273965	20.7868652344	-0.115234375	7.56615781784	8.56564331055	148.918590836	0.0
1992.0	1.0	38.0	11.0	-11.873657	68.048714	3.880115	-7.38050891507	20.9880123138	-0.00836181640625	5.41868972778	5.69555664062	110.784709065	0.0
1992.0	1.0	81.0	0.0	-177.633987	44.227985	5.480308	-14.4452232948	58.4281654358	-0.3759765625	6.84966659546	5.54507446289	39.5467255332	0.0
1992.0	1.0	81.0	1.0	-171.955597	45.686344	10.08338	-16.0372431828	52.27891922	-0.587646484375	9.30933094025	4.56362915039	54.0418401822	0.0
1992.0	1.0	81.0	2.0	-166.142807	47.512768	9.563984	-14.1082599346	35.8938941956	-0.8828125	10.9301300049	5.30212402344	69.2273040712	0.0
1992.0	1.0	81.0	3.0	-160.331558	49.021603	11.0682	-15.3828574733	26.1101436615	-0.959045410156	10.7340755463	4.59283447266	80.1538607856	0.0
1992.0	1.0	81.0	4.0	-154.714706	50.370918	11.31407	-12.9576544511	24.3223991394	-0.665100097656	8.97529029846	3.74658203125	92.9786045115	0.0
1992.0	1.0	81.0	5.0	-149.775986	51.46804	11.52652	-11.2574302272	23.5043430328	-1.03991699219	6.55897092819	4.50640869141	115.866348929	0.0
1992.0	1.0	81.0	6.0	-145.462799	52.591068	9.294726	-9.86761474609	22.8840026855	-0.63525390625	5.72652959824	5.36651611328	131.392206306	0.0
1992.0	1.0	81.0	7.0	-141.105835	53.715137	9.528833	-9.13909109015	24.3482265472	-0.66357421875	5.40228700638	6.39898681641	126.805902325	1.0
1992.0	1.0	81.0	8.0	-137.731018	55.456139	9.599232	-9.96702174137	24.4974021912	-0.442687988281	4.60243654251	5.40087890625	120.080182139	1.0
1992.0	1.0	81.0	9.0	-135.478531	56.471027	5.972453	-10.7550286187	25.4293327332	-0.552307128906	5.84382009506	3.57412719727	109.712547932	0.0
1992.0	1.0	96.0	1.0	177.576996	54.917183	4.533119	-9.74289422286	29.6509895325	-0.466125488281	5.40215730667	2.30557250977	159.524772905	1.0
1992.0	1.0	96.0	2.0	176.916626	54.273365	4.090783	-9.49744616057	27.496301651	-0.427062988281	5.93839597702	2.81134033203	152.073283283	1.0
1992.0	1.0	96.0	3.0	177.343018	53.252911	5.162044	-8.87876169305	24.8877258301	-0.391906738281	5.07835102081	1.8844909668	125.859527248	0.0
1992.0	1.0	96.0	4.0	179.392563	52.359669	4.760916	-8.7405166626	24.7921504974	-0.443359375	5.07803726196	2.13720703125	114.917758362	1.0
1992.0	1.0	96.0	5.0	-177.936371	51.688232	3.297542	-9.31712260999	25.0155448914	-0.415222167969	4.39489936829	2.57772827148	107.63290969	1.0
1992.0	1.0	96.0	6.0	-175.506332	51.79216	2.875563	-8.71671174702	25.2208023071	-0.2548828125	4.10755348206	2.87857055664	85.416001576	0.0
1992.0	1.0	182.0	4.0	-169.859406	45.950325	5.328239	-12.2471665602	54.9022521973	-0.523498535156	6.57915973663	3.52987670898	43.3182845663	0.0
1992.0	1.0	182.0	5.0	-164.125214	47.388275	7.529623	-12.0540043758	38.3308792114	-0.924438476562	7.03789377213	4.65322875977	54.7719697667	0.0
1992.0	1.0	182.0	6.0	-158.757706	48.745983	8.34467	-11.4838947497	27.5580444336	-1.15118408203	7.51803302765	6.60641479492	79.4731341916	0.0
1992.0	1.0	182.0	7.0	-152.577591	49.955753	9.227413	-11.1548670719	24.2602710724	-0.778564453125	6.78622341156	6.66931152344	79.7065488348	0.0
1992.0	1.0	182.0	8.0	-148.436951	51.270432	9.404143	-10.1676057514	24.423286438	-0.81005859375	5.99538564682	6.74237060547	114.702390089	0.0
1992.0	1.0	182.0	9.0	-145.779297	52.870167	9.906444	-11.7618167275	22.5026912689	-1.17877197266	6.59494018555	6.59262084961	113.728535869	0.0
1992.0	1.0	182.0	10.0	-144.937408	53.956482	9.08729	-10.3931049548	21.6354579926	-0.879821777344	9.18464660645	5.68179321289	127.492171732	0.0
1992.0	1.0	182.0	11.0	-144.40004	54.593353	8.587763	-9.10586065995	21.6668586731	-1.00012207031	7.9467124939	4.05215454102	139.731568699	1.0
1992.0	1.0	182.0	12.0	-143.765732	54.892002	8.006861	-9.11735133121	21.35754776	-0.796508789062	9.73819065094	2.94281005859	140.905857422	1.0
1992.0	1.0	210.0	5.0	-27.690094	61.297512	4.722627	-1.79844482422	18.3507442474	-0.291870117188	4.14879798889	10.1788330078	63.3633180009	0.0
1992.0	1.0	210.0	6.0	-24.840363	62.882477	3.232106	-1.93177734375	13.3483667374	-0.320373535156	5.75013256073	10.0357055664	132.949079618	0.0
1992.0	1.0	210.0	7.0	-24.871246	64.649567	4.597931	-2.07938842773	12.5252361298	-0.483459472656	5.60276889801	10.8866577148	162.270629329	1.0
1992.0	1.0	210.0	8.0	-24.29361	64.716606	5.335588	-2.17373657227	9.73441982269	-0.383605957031	5.05507087708	10.0252380371	140.772522368	0.0
1992.0	1.0	210.0	9.0	-25.675964	64.843201	5.804022	-1.50662719727	12.0993824005	-0.451904296875	4.87584781647	9.68991088867	134.52916988	1.0
1992.0	1.0	210.0	10.0	-24.359253	64.466461	7.506153	-1.15147781372	14.5666284561	-0.380859375	5.04333782196	10.0823059082	122.939720162	0.0
1992.0	1.0	210.0	11.0	-24.397552	64.134544	6.628919	-2.19509155273	17.4401931763	-0.411682128906	5.33707618713	9.32098388672	142.971391535	1.0
1992.0	1.0	275.0	7.0	-11.195129	63.906132	5.255432	-5.37405029297	22.990644455	-0.289367675781	5.41689109802	9.79876708984	55.0092679269	0.0
1992.0	1.0	275.0	8.0	-8.868622	65.089211	6.107781	-6.35185791016	17.6240749359	-0.538757324219	5.08001804352	6.4992980957	103.017509314	1.0
