year	month	TPLnr	time pnt	lon	lat	vort_filt	thetaSST-theta500	UPV polewards	low depth	PLpoint
1987.0	1.0	20.0	0.0	-107.771271	-58.699158	3.967817	-13.8711210552	34.1581344604	-0.294738769531	0.0
1987.0	1.0	20.0	1.0	-101.001831	-58.52335	5.707081	-11.2095224481	19.8263893127	-0.457763671875	0.0
1987.0	1.0	20.0	2.0	-95.803009	-58.961128	5.703277	-10.2414920205	17.0657863617	-0.441040039062	1.0
1987.0	1.0	20.0	3.0	-92.20105	-59.437714	4.840303	-11.696660092	19.1361598969	-0.394165039062	0.0
1987.0	1.0	20.0	4.0	-88.756561	-59.907299	4.125089	-12.2372757761	17.9058113098	-0.477905273438	0.0
1987.0	1.0	20.0	5.0	-85.85025	-60.361984	3.621789	-12.9880493164	16.9330558777	-0.361389160156	0.0
1987.0	1.0	20.0	6.0	-82.979828	-60.738281	2.736505	-12.4887792969	13.6893701553	-0.351745605469	0.0
1987.0	1.0	1786.0	84.0	158.37262	-37.504776	3.350314	-12.3054598295	36.4611778259	-0.218444824219	0.0
1987.0	1.0	1786.0	85.0	163.267273	-38.089432	4.227917	-11.6052316519	38.6223449707	-0.246459960938	0.0
1987.0	1.0	1786.0	86.0	166.836121	-39.171612	5.073555	-11.666414701	35.1836662292	-0.320190429688	0.0
1987.0	1.0	1786.0	87.0	168.959274	-41.743698	5.381085	-9.82016460712	30.4206466675	-0.709350585938	1.0
1987.0	1.0	1786.0	88.0	171.021957	-42.893986	4.848667	-11.2097473145	30.1909179688	-0.955932617188	0.0
1987.0	1.0	1786.0	89.0	176.712372	-45.836861	6.100415	-15.2451711801	31.0821590424	-0.14111328125	0.0
1987.0	1.0	1786.0	91.0	-178.281311	-52.255993	5.995902	-19.4137171695	27.1210975647	-0.093994140625	0.0
1987.0	1.0	1786.0	92.0	-177.019394	-54.663921	5.314729	-19.9543810393	27.6674480438	-0.10693359375	0.0
1987.0	1.0	1786.0	93.0	-176.041611	-56.051807	3.07532	-21.4219794022	23.8038635254	-0.0944213867188	0.0
1987.0	2.0	3944.0	57.0	-129.608566	-59.474373	4.108372	-14.5079136899	25.6938838959	-0.252136230469	0.0
1987.0	2.0	3944.0	58.0	-128.595749	-56.710522	4.580812	-10.638365093	26.4072532654	-0.430725097656	1.0
1987.0	2.0	3944.0	59.0	-127.503494	-54.083309	4.136883	-8.01824308697	29.1918125153	-0.351135253906	0.0
1987.0	2.0	3944.0	60.0	-125.792801	-51.349709	3.70512	-6.5747825221	32.4490356445	-0.471801757812	0.0
1987.0	2.0	3944.0	61.0	-123.013733	-49.20446	3.488981	-6.87639256528	35.2129096985	-0.333984375	0.0
1987.0	2.0	3944.0	62.0	-120.300476	-48.008823	2.62102	-6.96930870643	33.9042854309	-0.211547851562	0.0
1987.0	3.0	5464.0	9.0	169.342957	-75.962898	3.635925	-14.9690686035	15.0287246704	-0.139831542969	0.0
1987.0	3.0	5464.0	10.0	175.795654	-75.816406	4.390843	-14.1906470322	14.0154161453	-0.265869140625	0.0
1987.0	3.0	5464.0	12.0	-179.409729	-75.895103	4.837408	-12.1771226671	13.0859022141	-0.30322265625	0.0
1987.0	3.0	5464.0	13.0	178.958572	-75.718391	4.219972	-10.3553227016	14.9871673584	-0.1689453125	0.0
1987.0	3.0	5464.0	14.0	178.313461	-75.465149	5.569198	-9.86351114909	14.9165802002	-0.475708007812	0.0
