year	month	TPLnr	time pnt	lon	lat	vort_filt	thetaSST-theta500	UPV polewards	low depth	PLpoint
2005.0	1.0	502.0	23.0	6.370093	-42.463154	4.142656	-13.2185293344	27.7209663391	-0.281860351562	0.0
2005.0	1.0	502.0	24.0	9.254606	-42.617233	4.946353	-11.847076416	26.8178901672	-0.218933105469	0.0
2005.0	1.0	502.0	25.0	11.406434	-43.018635	5.114706	-9.82069749099	23.3460235596	-0.373718261719	0.0
2005.0	1.0	502.0	26.0	14.979284	-43.490139	4.285954	-9.6408597506	23.6538505554	-0.345947265625	0.0
2005.0	1.0	502.0	27.0	18.382677	-44.015617	5.593396	-9.73295475886	20.9690895081	-0.521850585938	1.0
2005.0	1.0	502.0	28.0	23.172581	-44.970692	4.937119	-11.761324369	30.6727542877	-0.314819335938	0.0
2005.0	1.0	502.0	29.0	28.291088	-46.04007	5.679033	-13.7602773813	34.4513816833	-0.374145507812	0.0
2005.0	1.0	502.0	30.0	33.148041	-47.48148	6.611969	-15.412290133	27.4489154816	-0.625	0.0
2005.0	1.0	502.0	31.0	38.564827	-48.730663	6.158274	-19.1796168277	29.5168247223	-0.955261230469	0.0
2005.0	1.0	502.0	32.0	43.400692	-49.520943	5.31984	-22.0313190661	38.3103256226	-0.843322753906	0.0
2005.0	1.0	502.0	33.0	47.698853	-50.070374	3.684043	-21.8425823011	40.2908782959	-0.486938476562	0.0
2005.0	1.0	502.0	34.0	51.953197	-50.575306	3.315845	-22.5422347219	46.9091186523	-0.526245117188	0.0
2005.0	2.0	3527.0	25.0	-137.940201	-54.671856	2.907238	-10.5891691509	37.7755889893	-0.182250976562	0.0
2005.0	2.0	3527.0	26.0	-131.890427	-54.580948	4.562003	-10.3036450838	33.4859580994	-0.366638183594	0.0
2005.0	2.0	3527.0	27.0	-127.567596	-55.611343	6.971887	-12.3740925036	30.5313072205	-0.679565429688	0.0
2005.0	2.0	3527.0	28.0	-128.066711	-56.415951	6.946018	-9.91044697009	25.2888565063	-1.14916992188	1.0
2005.0	2.0	3527.0	29.0	-125.773346	-55.102631	7.717213	-8.37704628392	26.5032958984	-0.965393066406	1.0
