year	month	TPLnr	time pnt	lon	lat	vort_filt	thetaSST-theta500	UPVnorth	low depth	max grad theta_e	theta_eSST - theta_e700	shear	PLpoint
1996.0	1.0	40.0	0.0	31.103617	76.026489	10.25255	-9.603515625	12.3276233673	-1.34075927734	10.7004261017	7.32095336914	118.373504296	0.0
1996.0	1.0	40.0	1.0	30.929012	75.532516	8.359364	-6.94074140276	12.772146225	-1.27221679688	6.39191865921	8.42883300781	104.29513377	0.0
1996.0	1.0	40.0	2.0	33.630219	73.214165	7.176357	-4.47854284338	21.8470249176	-0.831726074219	7.58747625351	8.36242675781	109.417334491	1.0
1996.0	1.0	40.0	3.0	38.184109	72.154785	5.184908	-4.53767848659	21.4085044861	-0.824096679688	8.45708847046	8.29986572266	120.985608404	1.0
1996.0	1.0	40.0	4.0	43.899242	70.633293	4.733973	-4.21447506466	15.4480161667	-0.908081054688	8.78246116638	7.28814697266	136.506284784	1.0
1996.0	1.0	40.0	5.0	47.034603	69.402008	6.024425	-3.69139644078	15.4203062057	-0.749450683594	7.09920310974	6.42004394531	144.247701118	1.0
1996.0	1.0	40.0	6.0	50.368965	68.385544	6.988993	-4.66067843967	15.0890722275	-0.968811035156	6.09739542007	5.29098510742	129.906330905	0.0
1996.0	1.0	40.0	7.0	53.39043	67.290504	7.247593	nan	13.9959306717	-0.907958984375	5.15633916855	4.28329467773	120.62323319	0.0
1996.0	1.0	40.0	8.0	55.887825	65.936836	6.097461	nan	16.3985710144	-0.70751953125	3.56696462631	nan	107.282573965	0.0
1996.0	1.0	180.0	3.0	155.270218	47.038681	4.822165	-12.0231581468	41.8686141968	-0.688232421875	8.33488082886	7.47274780273	125.619563174	0.0
1996.0	1.0	180.0	4.0	155.220428	46.397301	6.653848	-9.07309898963	30.8831596375	-0.570007324219	7.2312874794	6.52398681641	116.463775826	1.0
1996.0	1.0	180.0	5.0	155.822632	43.419979	5.014266	-6.99239173302	31.4067993164	-0.442077636719	5.24962711334	7.14535522461	60.8726217397	0.0
1996.0	1.0	310.0	7.0	167.339767	46.652431	7.1004	-13.9765554575	24.3713111877	-0.762451171875	8.12081336975	7.05920410156	128.38050342	0.0
1996.0	1.0	310.0	8.0	169.445679	46.903271	8.151477	-13.2170832707	24.2589569092	-0.68994140625	7.61372470856	5.60531616211	127.715192584	1.0
1996.0	1.0	310.0	9.0	168.824097	45.584881	8.621836	-11.0426260141	30.6359882355	-0.561645507812	6.65244483948	5.88729858398	111.254405867	1.0
1996.0	1.0	310.0	10.0	169.449097	43.99633	6.981514	-10.9793231671	34.7562675476	-0.363891601562	5.98759937286	6.38995361328	83.1417323359	0.0
1996.0	1.0	310.0	11.0	172.197174	41.644176	5.766384	-8.46358548678	37.4878463745	-0.269958496094	4.99647951126	8.31442260742	63.1731083839	0.0
1996.0	1.0	407.0	10.0	-40.124939	53.7705	3.704489	-11.5704281456	27.1357727051	-0.3818359375	5.88964414597	5.50216674805	130.893992816	0.0
1996.0	1.0	407.0	11.0	-40.621094	52.809738	6.69973	-10.1323161878	25.7169780731	-0.80859375	5.29873991013	5.392578125	142.004114241	1.0
1996.0	1.0	407.0	12.0	-38.326416	51.705681	8.115906	-8.74208791632	28.2313461304	-0.738586425781	4.26664400101	8.66995239258	137.746083707	1.0
1996.0	1.0	407.0	13.0	-34.145203	50.355469	8.234349	-7.65414107473	31.1420497894	-0.772216796875	3.68133044243	10.8801879883	120.820456564	1.0
1996.0	1.0	407.0	14.0	-30.371094	50.188171	8.418289	-7.50801166735	35.6882019043	-0.53564453125	4.33122301102	11.0647277832	107.452472308	0.0
1996.0	1.0	407.0	15.0	-27.884552	50.484341	7.237317	-8.7418710809	39.1259918213	-0.386291503906	10.4834184647	9.82495117188	86.401904745	0.0
1996.0	1.0	407.0	16.0	-25.429016	50.728428	6.040407	-8.49229993318	32.9368095398	-0.183410644531	9.84884738922	10.8598632812	75.5997308768	0.0
1996.0	1.0	407.0	17.0	-23.208374	51.295017	6.16937	-7.39228098016	30.9495792389	-0.450500488281	9.19194030762	10.039276123	43.2254576674	1.0
1996.0	1.0	407.0	18.0	-20.983521	52.025391	5.695995	-10.0076293945	34.8564872742	-0.205993652344	7.54858350754	9.4485168457	22.1330899773	0.0
1996.0	1.0	407.0	19.0	-18.763855	54.059563	4.986809	-14.1107193796	42.9543762207	-0.210571289062	5.85013484955	8.05267333984	28.44788081	0.0
1996.0	1.0	407.0	20.0	-19.130676	56.721252	4.487615	-13.9390226665	35.522102356	-0.109924316406	6.29415655136	6.96939086914	47.4577810163	0.0
1996.0	1.0	407.0	21.0	-20.558838	59.315105	5.292131	-13.2019926372	39.7368240356	-0.097412109375	6.52742528915	4.45913696289	30.4572769461	0.0
1996.0	1.0	407.0	22.0	-23.39386	61.458984	3.553311	-14.7536962891	39.1664085388	-0.145263671875	7.20680189133	3.96734619141	45.2240261557	0.0
1996.0	1.0	726.0	22.0	-53.710052	44.067078	4.094018	-5.13514357347	29.2130222321	-0.416137695312	6.19222831726	11.7245178223	66.8962049378	1.0
1996.0	1.0	726.0	23.0	-53.520813	43.637051	5.10394	-0.975546029898	28.4486789703	-0.385314941406	5.88349914551	21.613067627	139.205592276	0.0
1996.0	1.0	769.0	23.0	-46.740051	42.736191	6.803678	-4.62061251127	40.7618789673	-0.776733398438	6.11029958725	12.3139648438	44.8025055851	0.0
1996.0	1.0	769.0	24.0	-41.361511	43.869114	8.633984	-1.40018873948	25.6686153412	-0.962707519531	5.57448101044	17.9350891113	80.3585390199	1.0
1996.0	1.0	769.0	25.0	-38.517151	44.52129	10.2977	-0.823845496544	36.3452720642	-1.22875976562	4.67385673523	18.424621582	117.595220639	0.0
1996.0	1.0	769.0	26.0	-35.011414	44.155663	9.139748	-1.97453425481	34.638710022	-0.607055664062	4.69130992889	18.1735839844	134.916810937	0.0
1996.0	1.0	769.0	27.0	-30.483124	43.949181	7.815737	-3.92411686824	36.046295166	-0.572082519531	4.62210178375	15.2968139648	129.477672792	0.0
1996.0	1.0	769.0	28.0	-25.032257	44.296146	6.299149	-6.17503004808	37.1657447815	-0.424682617188	5.73381948471	12.5640869141	118.178044071	0.0
1996.0	1.0	1157.0	29.0	-74.942535	38.558376	9.414771	-29.0355682373	45.3227424622	-1.64501953125	14.5326356888	1.9241027832	97.8940630113	0.0
1996.0	1.0	1157.0	30.0	-73.230408	39.35371	8.860119	-24.7716416579	32.5793647766	-1.43609619141	12.4625396729	4.72860717773	114.137052636	0.0
1996.0	1.0	1157.0	31.0	-73.172668	38.851784	6.890206	-15.5912921612	28.4520263672	-0.965209960938	9.50385475159	10.1981506348	130.478862495	0.0
1996.0	1.0	1157.0	32.0	-70.308197	38.629452	4.39948	-10.7816866361	27.787071228	-0.5439453125	9.00408363342	15.3043518066	117.955350041	1.0
1996.0	1.0	1157.0	33.0	-65.904846	37.062283	3.345579	-9.93912916917	36.1029243469	-0.304321289062	7.07848978043	15.6117553711	78.2639579662	0.0
1996.0	1.0	2147.0	31.0	-149.833923	56.794537	4.454188	-5.55308452405	18.1518650055	-0.182189941406	19.5865821838	6.55688476562	79.5881910502	0.0
1996.0	1.0	2147.0	32.0	-150.395309	56.129978	4.238476	-5.19116532175	23.3709144592	-0.400268554688	12.3895397186	6.9309387207	129.378669753	0.0
1996.0	1.0	2147.0	33.0	-149.18483	55.576324	5.23205	-5.90955232319	25.683052063	-0.499267578125	9.87257099152	5.40609741211	125.824571355	1.0
