year	month	TPLnr	time pnt	lon	lat	vort_filt	thetaSST-theta500	UPV polewards	low depth	PLpoint
1979.0	3.0	7818.0	110.0	179.035782	-72.675835	4.587243	-7.67643992106	20.11668396	-0.144653320312	0.0
1979.0	3.0	7818.0	111.0	178.599533	-73.550797	6.010056	-5.41977844238	18.0307025909	-0.878051757812	1.0
1979.0	3.0	7818.0	112.0	178.859573	-72.99324	5.785187	-4.8617998759	19.2709980011	-1.06243896484	1.0
1979.0	3.0	7818.0	113.0	-179.534241	-72.996613	4.980429	-5.44869912637	16.6512508392	-0.404418945312	0.0
1979.0	3.0	7818.0	114.0	-177.780991	-72.314148	4.818269	-4.84600005279	15.3352146149	-0.953308105469	1.0
1979.0	3.0	7818.0	115.0	-175.555923	-71.73851	5.041221	-4.74998427882	14.2390460968	-0.0835571289062	0.0
1979.0	3.0	7818.0	116.0	-173.840912	-71.152328	4.729946	-4.8625773112	14.3298149109	0.243286132812	0.0
1979.0	3.0	7818.0	117.0	-172.10498	-70.187302	4.609898	-5.28460083008	12.3380813599	0.159912109375	0.0
1979.0	3.0	7818.0	118.0	-170.210144	-69.012726	4.42583	-4.88859705771	14.0859260559	-0.0040283203125	0.0
1979.0	3.0	7818.0	119.0	-168.118881	-68.314644	3.931828	-7.04110028667	16.3182640076	-0.195556640625	0.0
1979.0	4.0	16.0	0.0	-132.909149	-58.044571	11.73884	-9.58846242804	26.7548503876	-1.09808349609	1.0
1979.0	4.0	16.0	1.0	-130.296585	-59.048203	10.50517	-9.94732344778	24.221950531	-0.862609863281	1.0
1979.0	4.0	16.0	2.0	-127.174042	-59.837257	8.140014	-9.59319425884	25.0044326782	-0.664245605469	1.0
1979.0	4.0	16.0	3.0	-123.12027	-60.64299	6.186949	-10.4398291016	22.1448020935	-0.612548828125	0.0
1979.0	4.0	16.0	4.0	-117.651016	-62.129993	4.634851	-11.2606494141	26.3297252655	-0.365478515625	0.0
1979.0	4.0	391.0	16.0	-50.09787	-57.371834	4.463955	-8.98500462582	26.9545001984	-0.305297851562	0.0
1979.0	4.0	391.0	17.0	-43.888123	-56.171093	5.599989	-7.98761950041	20.8651943207	-0.407409667969	0.0
1979.0	4.0	391.0	18.0	-38.101379	-55.509064	6.393383	-8.71243767989	18.38829422	-0.477600097656	1.0
1979.0	4.0	713.0	4.0	4.082839	-63.183704	5.238058	-25.7322167969	37.1482658386	-0.532653808594	0.0
1979.0	4.0	713.0	5.0	4.307927	-63.646488	6.838921	-21.4251147461	22.6511688232	-1.00988769531	0.0
1979.0	4.0	713.0	6.0	5.345716	-63.836273	7.19025	-19.1049743652	21.8466186523	-0.831726074219	0.0
1979.0	4.0	713.0	7.0	6.688563	-63.417206	5.982707	-17.1052783203	24.0816516876	-1.03350830078	0.0
1979.0	4.0	713.0	8.0	10.050881	-62.352654	5.442476	-15.2902490234	30.1831016541	-0.853088378906	0.0
1979.0	4.0	713.0	9.0	16.225367	-61.736557	5.934891	-13.1273522949	35.8397331238	-0.698120117188	0.0
1979.0	4.0	713.0	10.0	21.564512	-62.457619	5.712479	-12.0672460938	36.117729187	-0.542236328125	0.0
1979.0	4.0	713.0	11.0	23.818995	-63.36515	5.404551	-12.0292224121	32.0870857239	-0.560424804688	0.0
1979.0	4.0	713.0	12.0	26.018391	-64.071785	4.513677	-11.2222363281	30.1029472351	-0.43212890625	0.0
1979.0	4.0	713.0	13.0	26.171425	-65.017715	3.815103	-9.77245727539	26.6899356842	-0.465148925781	0.0
1979.0	4.0	713.0	14.0	26.187559	-65.478912	4.174952	-9.72707763672	22.9593009949	-0.429565429688	1.0
1979.0	4.0	713.0	15.0	26.332659	-65.420425	4.291169	-9.96619018555	19.6043987274	-0.402099609375	0.0
1979.0	4.0	713.0	16.0	27.375242	-65.084396	3.813944	-9.93366210937	16.7169036865	-0.393188476562	0.0
1979.0	4.0	843.0	32.0	-122.09285	-60.553352	3.562299	-16.0795544434	22.068157196	-0.306030273438	0.0
1979.0	4.0	843.0	33.0	-117.952805	-62.1716	5.568439	-14.059921875	27.6959590912	-0.61279296875	0.0
1979.0	4.0	843.0	34.0	-115.964645	-63.46431	7.020226	-12.0782006836	24.3542003632	-0.830749511719	0.0
1979.0	4.0	843.0	35.0	-117.48465	-63.998657	7.087476	-10.8773291016	23.2613716125	-0.669067382812	0.0
1979.0	4.0	843.0	36.0	-118.460739	-63.611378	6.651353	-10.0209423828	21.0777378082	-0.805847167969	1.0
1979.0	4.0	843.0	37.0	-117.822891	-62.582939	4.859519	-10.0838220215	26.8010292053	-0.527160644531	0.0
1979.0	4.0	843.0	38.0	-117.139847	-61.595264	4.098952	-9.85694335938	32.5884971619	-0.432373046875	0.0
1979.0	4.0	843.0	39.0	-118.559814	-60.335129	3.615738	-9.38253173828	35.20262146	-0.30078125	0.0
1979.0	4.0	843.0	40.0	-117.89476	-59.260334	4.398421	-8.87139731959	35.519657135	-0.302673339844	0.0
1979.0	4.0	843.0	41.0	-117.028214	-57.992783	4.81619	-9.56027703536	30.1504211426	-0.276916503906	0.0
1979.0	4.0	843.0	42.0	-115.553329	-56.639103	5.439308	-9.13312088816	22.4915332794	-0.303771972656	0.0
1979.0	4.0	843.0	43.0	-112.398819	-55.715584	4.540921	-7.93342510023	17.9314098358	-0.283813476562	0.0
1979.0	4.0	843.0	44.0	-107.311905	-55.660572	3.476516	-7.5199295847	16.7886104584	-0.102844238281	0.0
1979.0	4.0	1132.0	45.0	-124.442947	-64.269669	3.459194	-12.8897338867	23.1233901978	-0.417541503906	0.0
1979.0	4.0	1132.0	46.0	-122.173538	-63.716309	5.6099	-12.1744702148	23.8451709747	-0.40087890625	0.0
1979.0	4.0	1132.0	47.0	-120.209427	-63.945644	4.330029	-11.6236132812	24.8234024048	-0.559448242188	0.0
1979.0	4.0	1132.0	48.0	-117.92717	-64.114853	4.360427	-10.9406726074	18.7941093445	-0.512817382812	1.0
1979.0	4.0	1132.0	49.0	-115.271561	-63.241081	4.750405	-11.7631604004	14.6729660034	-0.4013671875	0.0
1979.0	4.0	1132.0	50.0	-111.7939	-61.793114	3.774456	-10.8409094238	16.0887393951	-0.390991210938	0.0
1979.0	4.0	1132.0	51.0	-108.139542	-60.341061	3.432785	-9.62996459961	16.7993946075	-0.318664550781	0.0
1979.0	4.0	1132.0	52.0	-105.865265	-58.90329	3.261792	-11.2682189941	24.8563194275	-0.148071289062	0.0
1979.0	4.0	1132.0	53.0	-104.011719	-57.309299	3.333199	-14.5074623509	45.9325637817	-0.0690307617188	0.0
1979.0	4.0	1132.0	54.0	-100.201447	-55.02961	2.973502	-15.8272849635	45.0895500183	-0.0555419921875	0.0
1979.0	4.0	1200.0	49.0	-98.929077	-57.9468	3.455198	-10.6614540502	22.3087501526	-0.55908203125	0.0
1979.0	4.0	1200.0	50.0	-93.862427	-58.735237	5.810889	-10.662057977	23.3540019989	-0.697998046875	0.0
1979.0	4.0	1200.0	51.0	-89.322052	-59.197449	5.811383	-10.1254898874	21.0675411224	-0.490905761719	0.0
1979.0	4.0	1200.0	52.0	-84.337128	-59.557312	5.160811	-9.79525917455	24.137758255	-0.470520019531	1.0
1979.0	4.0	1200.0	53.0	-77.726807	-60.634552	4.211744	-10.6264221191	25.7736358643	-0.520080566406	0.0
1979.0	4.0	1200.0	54.0	-69.724701	-62.189671	2.999127	-13.2370703125	27.7233905792	-0.287292480469	0.0
1979.0	4.0	1273.0	52.0	-93.069641	-56.716534	2.461873	-7.15559949373	18.5506744385	-0.2109375	0.0
1979.0	4.0	1273.0	53.0	-88.828491	-57.189308	3.361039	-7.40574565687	21.9168968201	-0.190734863281	0.0
1979.0	4.0	1273.0	54.0	-84.529968	-57.577538	3.905547	-7.1873490183	21.8638076782	-0.20849609375	0.0
1979.0	4.0	1273.0	55.0	-78.451904	-58.664001	3.589275	-9.23003507915	23.2257156372	-0.438781738281	1.0
1979.0	4.0	1342.0	55.0	155.793701	-59.53413	2.283398	-24.0316210295	32.1127815247	-0.104064941406	0.0
1979.0	4.0	1342.0	56.0	159.485809	-60.746235	3.709835	-24.7769970703	35.8234977722	-0.282348632812	0.0
1979.0	4.0	1342.0	57.0	164.922455	-62.077641	6.674321	-24.1280175781	36.7689743042	-0.507385253906	0.0
1979.0	4.0	1342.0	58.0	170.932266	-63.474037	7.844204	-20.4052124023	31.1272830963	-0.8662109375	0.0
1979.0	4.0	1342.0	59.0	176.797104	-64.810547	8.537039	-17.6782092285	24.2273521423	-1.29620361328	0.0
1979.0	4.0	1342.0	60.0	-177.258392	-65.652443	9.270231	-15.6105969238	21.4876499176	-1.16821289062	0.0
1979.0	4.0	1342.0	61.0	-171.367355	-65.731895	9.266323	-14.3122741699	22.3629951477	-0.857666015625	0.0
1979.0	4.0	1342.0	62.0	-165.551804	-65.002052	8.067065	-13.7426513672	18.8641109467	-0.717224121094	0.0
1979.0	4.0	1342.0	63.0	-158.458755	-63.491428	6.796886	-13.3849780273	24.8349781036	-0.802917480469	0.0
1979.0	4.0	1342.0	64.0	-150.190369	-61.744553	5.048298	-13.5896032715	27.8571166992	-0.526977539062	0.0
1979.0	4.0	1342.0	65.0	-141.600632	-59.893246	4.299741	-10.8782171952	27.4830112457	-0.431213378906	1.0
1979.0	4.0	1685.0	64.0	-138.441299	-58.326111	4.380314	-19.3930310701	45.4808959961	-0.351684570312	0.0
1979.0	4.0	1685.0	65.0	-128.682297	-59.399906	4.604161	-16.4045265599	37.2613220215	-0.339782714844	0.0
1979.0	4.0	1685.0	66.0	-121.817123	-60.747768	6.802136	-13.9175	21.2999095917	-0.674926757812	0.0
1979.0	4.0	1685.0	67.0	-117.510193	-61.348511	6.796466	-11.6172521973	16.8415737152	-0.847045898438	0.0
1979.0	4.0	1685.0	68.0	-115.804291	-61.407024	5.311532	-9.48611450195	15.3396968842	-0.797912597656	1.0
1979.0	4.0	1685.0	69.0	-115.846054	-60.278927	3.866555	-8.25701538086	16.4155883789	-0.496887207031	1.0
1979.0	4.0	1685.0	70.0	-115.228928	-57.5839	3.28588	-5.29260093287	17.3719940186	-0.278076171875	0.0
1979.0	4.0	1685.0	71.0	-110.66391	-56.907993	3.256105	-5.48996292917	18.007314682	-0.29150390625	0.0
1979.0	4.0	1907.0	73.0	-114.394684	-52.703197	3.075665	-6.44942594829	19.2501525879	-0.276611328125	0.0
