year	month	TPLnr	time pnt	lon	lat	vort_filt	thetaSST-theta500	UPV polewards	low depth	PLpoint
1985.0	2.0	3966.0	64.0	173.63385	-75.545441	3.715412	-11.8175130208	14.9184112549	-0.618591308594	0.0
1985.0	2.0	3966.0	65.0	176.136322	-75.363228	3.682161	-9.0165185263	11.201089859	-0.67724609375	1.0
1985.0	2.0	3966.0	66.0	176.298645	-75.362503	4.530981	-8.1866847447	8.46619987488	-0.842102050781	1.0
1985.0	2.0	3966.0	67.0	174.602219	-75.448364	4.022239	-9.78833930437	14.4544248581	-0.445861816406	1.0
1985.0	2.0	3966.0	68.0	177.260056	-74.863678	3.762816	-10.2352795071	16.0533123016	-0.937622070312	1.0
1985.0	2.0	4623.0	95.0	162.443909	-71.007469	4.476228	nan	23.6551895142	0.71728515625	0.0
1985.0	2.0	4623.0	96.0	164.83728	-70.931496	5.117866	nan	25.1882705688	-0.105895996094	0.0
1985.0	2.0	4623.0	97.0	167.90535	-71.05204	5.384018	-18.5983058384	24.5106639862	-0.388916015625	0.0
1985.0	2.0	4623.0	98.0	171.981369	-71.31459	5.852896	-16.8368982386	24.9498939514	-0.557189941406	0.0
1985.0	2.0	4623.0	99.0	176.836197	-72.462753	5.526496	-14.559431288	22.782251358	-0.387145996094	0.0
1985.0	2.0	4623.0	100.0	177.72438	-74.295258	6.271963	-12.4927274916	20.529258728	-0.461059570312	0.0
1985.0	2.0	4623.0	101.0	176.627548	-75.491379	8.4273	-11.4107905797	14.7659807205	-0.715209960938	0.0
1985.0	2.0	4623.0	102.0	176.429153	-75.640907	9.023348	-10.6733455214	13.8671131134	-0.892333984375	0.0
1985.0	2.0	4623.0	103.0	178.479645	-75.43573	9.492958	-10.2994689941	12.3521299362	-1.10009765625	1.0
1985.0	2.0	4623.0	104.0	-177.170135	-74.99276	8.004961	-11.6286543026	13.4166440964	-0.505859375	0.0
1985.0	2.0	4623.0	105.0	-169.846085	-74.468712	6.453849	-13.7152954102	15.9885044098	-0.255859375	0.0
1985.0	2.0	4623.0	106.0	-163.667267	-73.389854	3.526593	nan	18.1329784393	-0.196228027344	0.0
1985.0	3.0	5019.0	2.0	-109.862289	-54.22501	3.101237	-7.7615677683	32.2033958435	-0.309387207031	0.0
1985.0	3.0	5019.0	3.0	-108.077133	-55.779148	4.66881	-9.75646169562	30.642332077	-0.470275878906	1.0
1985.0	3.0	5213.0	4.0	-108.47966	-57.041004	6.900474	-10.6410795513	30.9710865021	-0.451599121094	1.0
1985.0	3.0	5213.0	5.0	-108.242416	-56.279324	8.580992	-10.7897901033	31.4301338196	-0.723083496094	0.0
1985.0	3.0	5213.0	6.0	-104.255783	-55.117523	9.201614	-10.7380547774	31.2975120544	-0.809875488281	0.0
1985.0	3.0	5213.0	7.0	-98.226501	-55.991432	8.032437	-12.564401727	31.2010974884	-0.671447753906	0.0
1985.0	3.0	5213.0	8.0	-93.209747	-58.208652	9.15577	-12.9177149722	28.7332077026	-0.475830078125	0.0
1985.0	3.0	5213.0	9.0	-91.560089	-59.861637	5.570975	-12.5726109555	27.6583518982	-0.608703613281	0.0
1985.0	3.0	5346.0	11.0	69.673172	-53.322693	4.465509	-11.4508410002	23.4153289795	-0.500854492188	1.0
1985.0	3.0	5346.0	12.0	74.781303	-51.653053	3.497586	-9.46798063579	21.3963260651	-0.693176269531	1.0
1985.0	3.0	6029.0	22.0	-177.777832	-64.910156	5.657374	-26.4482373047	34.1138687134	-0.735534667969	0.0
1985.0	3.0	6029.0	23.0	-172.269012	-64.843735	5.978464	-26.217644043	35.6688346863	-0.680908203125	0.0
1985.0	3.0	6029.0	24.0	-166.030884	-64.594894	5.832127	-26.9954223633	36.2877235413	-0.520812988281	0.0
1985.0	3.0	6029.0	25.0	-158.218491	-64.50296	5.609471	-26.4653125	38.0523147583	-0.523498535156	0.0
1985.0	3.0	6029.0	26.0	-151.24379	-64.158104	6.173692	-25.6533544922	39.7997169495	-0.610534667969	0.0
1985.0	3.0	6029.0	27.0	-142.75473	-64.033913	6.793016	-22.0638256836	29.7248477936	-0.743103027344	0.0
1985.0	3.0	6029.0	28.0	-134.628906	-64.160683	7.850127	-20.6910693359	25.7113609314	-0.850158691406	0.0
1985.0	3.0	6029.0	29.0	-128.788925	-63.59235	9.255019	-19.0496936035	22.9155445099	-1.220703125	0.0
1985.0	3.0	6029.0	30.0	-123.424911	-62.724075	9.774509	-16.5541235352	23.4537410736	-1.1640625	0.0
1985.0	3.0	6029.0	31.0	-117.995071	-61.443657	7.943545	-14.120859375	23.4373207092	-1.16363525391	0.0
1985.0	3.0	6029.0	32.0	-111.452194	-59.964417	6.396151	-11.9495817486	24.3438148499	-0.879211425781	0.0
1985.0	3.0	6029.0	33.0	-104.34433	-59.305679	5.971644	-10.4300633481	21.2333393097	-0.470397949219	0.0
1985.0	3.0	6029.0	34.0	-97.636719	-59.565594	5.635723	-9.09584607576	20.4032154083	-0.4521484375	1.0
1985.0	3.0	6029.0	35.0	-91.129059	-60.258675	5.700897	-9.52028930664	25.3377952576	-0.401306152344	0.0
1985.0	3.0	6029.0	36.0	-86.384979	-61.742378	5.342304	-9.46780029297	26.1181640625	-0.331970214844	0.0
1985.0	3.0	6029.0	37.0	-83.095825	-63.167862	4.312622	-9.6222253418	23.8865680695	-0.270446777344	0.0
1985.0	3.0	6029.0	38.0	-81.195953	-64.254791	3.350501	-10.5721191406	22.9998836517	-0.256530761719	0.0
1985.0	3.0	7092.0	81.0	-162.282181	-56.00206	2.599533	-10.926557039	26.9419231415	-0.0479125976562	0.0
1985.0	3.0	7092.0	82.0	-160.392395	-54.896965	3.532485	-9.28621633429	23.5258197784	-0.101623535156	0.0
1985.0	3.0	7092.0	83.0	-158.06282	-53.109367	4.417555	-7.58785689505	27.6582870483	-0.12841796875	0.0
1985.0	3.0	7092.0	84.0	-154.821976	-51.237427	5.021335	-6.64065712377	30.8706989288	-0.157409667969	0.0
1985.0	3.0	7092.0	85.0	-150.035492	-50.081512	5.139646	-5.77079050164	32.4006233215	-0.21826171875	0.0
1985.0	3.0	7092.0	86.0	-145.031097	-50.074184	6.295051	-6.89850495991	33.1868667603	-0.385803222656	0.0
1985.0	3.0	7092.0	87.0	-139.80162	-50.766781	5.527025	-7.9938515111	30.3529205322	-0.604553222656	1.0
1985.0	3.0	7092.0	88.0	-133.809967	-52.018353	4.72325	-12.0675546747	30.0636940002	-0.453369140625	0.0
1985.0	3.0	7092.0	89.0	-127.423294	-53.39492	3.839054	-15.6058702971	28.4102020264	-0.247253417969	0.0
1985.0	3.0	7211.0	87.0	83.2799	-58.851192	5.376179	-11.0049309981	17.2621231079	-0.45556640625	1.0
1985.0	3.0	7211.0	88.0	83.777702	-57.553547	6.239612	-9.2727355957	16.1152858734	-0.612365722656	1.0
1985.0	3.0	7211.0	89.0	85.551369	-55.453178	5.391856	-8.6580248381	17.0452804565	-0.538024902344	1.0
1985.0	3.0	7211.0	90.0	90.941673	-53.793224	4.694658	-9.50703189248	25.0333061218	-0.253295898438	0.0
1985.0	3.0	7211.0	91.0	97.872101	-53.039982	3.875924	-13.6823344984	35.9339370728	-0.120666503906	0.0
1985.0	3.0	7539.0	100.0	-71.92215	-67.279671	3.60698	-16.4189256237	16.0080566406	-0.225830078125	0.0
1985.0	3.0	7539.0	101.0	-71.308289	-67.346626	5.332928	-16.8543307397	16.1272621155	-0.375366210938	0.0
1985.0	3.0	7539.0	102.0	-70.152985	-67.074951	4.030931	-15.8243240849	14.7714118958	-0.329345703125	0.0
1985.0	3.0	7539.0	103.0	-69.241821	-65.960602	3.940796	-13.8658666992	14.6463603973	-0.183166503906	0.0
1985.0	3.0	7539.0	104.0	-68.005341	-65.358932	4.715891	-11.0727600098	14.6021728516	-0.311706542969	0.0
1985.0	3.0	7539.0	105.0	-67.664185	-65.263062	5.29735	-9.88361938477	13.9623613358	-0.530822753906	1.0
1985.0	3.0	7597.0	103.0	54.722443	-50.471909	3.215756	-21.6051491185	46.6405220032	-0.208129882812	0.0
1985.0	3.0	7597.0	104.0	60.019016	-50.978081	3.386281	-22.0799962094	51.5766906738	-0.277465820312	0.0
1985.0	3.0	7597.0	105.0	65.773766	-51.376968	2.581863	-21.3614437706	55.4848098755	-0.263427734375	0.0
1985.0	3.0	7597.0	106.0	72.635025	-52.03001	2.752988	-21.7262782047	58.6349639893	-0.129577636719	0.0
1985.0	3.0	7597.0	107.0	79.430717	-52.270664	3.270874	-21.3520684493	55.4755592346	-0.165588378906	0.0
1985.0	3.0	7597.0	108.0	87.45443	-53.048084	3.906688	-18.6319194593	55.942440033	-0.25390625	0.0
1985.0	3.0	7597.0	109.0	94.558685	-53.639435	3.598185	-17.3187271921	53.0446929932	-0.301879882812	0.0
1985.0	3.0	7597.0	110.0	101.785889	-54.529282	3.293429	-16.9246986791	47.7374610901	-0.292053222656	0.0
1985.0	3.0	7597.0	111.0	108.764435	-55.655361	3.740534	-15.6705739875	43.4543075562	-0.321594238281	0.0
1985.0	3.0	7597.0	112.0	114.486504	-56.925514	3.964556	-13.634348016	34.5798568726	-0.264465332031	0.0
1985.0	3.0	7597.0	113.0	120.033714	-57.981133	4.786233	-12.4709745708	32.1061935425	-0.4375	0.0
1985.0	3.0	7597.0	114.0	124.40686	-58.674622	4.299607	-12.2185251336	30.7848930359	-0.394104003906	0.0
1985.0	3.0	7597.0	115.0	128.807449	-59.356804	4.493304	-10.7602474815	21.1621341705	-0.4375	0.0
1985.0	3.0	7597.0	116.0	133.213257	-60.017105	3.517497	-10.1290795898	18.6823425293	-0.666442871094	1.0
1985.0	3.0	7787.0	113.0	-57.297424	-58.219322	3.426858	-7.30196501079	18.2096862793	-0.150512695312	0.0
1985.0	3.0	7787.0	114.0	-56.710114	-58.686699	4.597032	-7.16415244655	17.1562328339	-0.227172851562	0.0
1985.0	3.0	7787.0	115.0	-56.438629	-59.16843	5.559805	-9.24699160927	18.1969623566	-0.294311523438	0.0
1985.0	3.0	7787.0	116.0	-56.802032	-59.912052	5.966008	-9.8329258969	18.128900528	-0.340515136719	0.0
1985.0	3.0	7787.0	117.0	-57.243164	-60.133572	6.499669	-10.0131420898	15.0054960251	-0.480346679688	1.0
1985.0	3.0	7787.0	118.0	-58.052643	-59.902195	5.063761	-9.42149433337	16.5931491852	-0.3388671875	0.0
1985.0	3.0	7787.0	119.0	-58.269501	-59.331051	3.405586	-9.11646792763	16.5366725922	-0.263549804688	0.0
1985.0	3.0	8075.0	121.0	132.913818	-64.67276	6.019984	-14.3239086914	25.6757297516	-0.482666015625	0.0
1985.0	3.0	8075.0	122.0	136.963898	-64.152695	8.865794	-13.5342028809	13.7838420868	-0.578063964844	0.0
