year	month	TPLnr	time pnt	lon	lat	vort_filt	thetaSST-theta500	UPV polewards	low depth	PLpoint
1994.0	2.0	4110.0	60.0	-172.167603	-60.9893	2.550224	-14.9741149902	28.9941043854	-0.191650390625	0.0
1994.0	2.0	4110.0	61.0	-169.034348	-59.499557	3.643132	-12.9584880628	25.8526973724	-0.114074707031	0.0
1994.0	2.0	4110.0	62.0	-165.331268	-56.54784	3.281839	-10.9182867753	21.7401847839	-0.160949707031	0.0
1994.0	2.0	4110.0	63.0	-160.153839	-52.888187	3.688549	-8.10309962222	25.5652523041	-0.273559570312	0.0
1994.0	2.0	4110.0	64.0	-154.586792	-50.565041	3.78187	-7.25813695004	22.4502506256	-0.231872558594	0.0
1994.0	2.0	4110.0	65.0	-148.53096	-49.154751	4.485638	-7.99373586554	22.3180866241	-0.282348632812	0.0
1994.0	2.0	4110.0	66.0	-143.014862	-49.642803	4.60282	-8.54663728413	15.1545276642	-0.508361816406	1.0
1994.0	2.0	4110.0	67.0	-137.736298	-51.303738	5.565882	-11.7790366725	17.491476059	-0.496643066406	0.0
1994.0	2.0	4110.0	68.0	-133.017715	-52.901466	6.53459	-14.5584218878	19.6401844025	-0.791809082031	0.0
1994.0	2.0	4110.0	69.0	-129.746658	-52.757671	5.458682	-15.6770742316	19.9393901825	-0.486267089844	0.0
1994.0	3.0	5240.0	2.0	-141.22673	-63.593857	5.26234	-30.8116943359	65.7339630127	-0.752807617188	0.0
1994.0	3.0	5240.0	3.0	-133.10878	-62.567837	7.038686	-23.7481835937	27.0052680969	-0.786071777344	0.0
1994.0	3.0	5240.0	4.0	-127.616409	-60.760811	9.559149	-19.6596691895	18.7997817993	-1.08349609375	0.0
1994.0	3.0	5240.0	5.0	-123.370224	-58.699749	8.623374	-16.4062933671	17.3721828461	-0.865600585938	0.0
1994.0	3.0	5240.0	6.0	-120.228302	-56.909733	6.537924	-14.2917014674	20.4731616974	-0.596130371094	0.0
1994.0	3.0	5240.0	7.0	-117.523331	-55.557392	4.964608	-11.9771744578	27.2558097839	-0.383728027344	0.0
1994.0	3.0	5240.0	8.0	-116.313385	-54.605549	4.737114	-10.2878112793	27.3996887207	-0.59033203125	0.0
1994.0	3.0	5240.0	9.0	-115.350815	-52.887352	4.903515	-9.27977551912	19.854801178	-0.646850585938	1.0
1994.0	3.0	5240.0	10.0	-113.695633	-50.863773	5.208586	-8.77810508326	21.7881984711	-0.446899414062	1.0
1994.0	3.0	5240.0	11.0	-111.463852	-48.864437	5.533539	-8.90135112562	21.7934684753	-0.404968261719	0.0
1994.0	3.0	5240.0	12.0	-108.082062	-47.628765	5.234236	-8.95295363206	26.4585781097	-0.292175292969	0.0
