year	month	TPLnr	time pnt	lon	lat	vort_filt	thetaSST-theta500	UPV polewards	low depth	PLpoint
2016.0	1.0	74.0	1.0	-93.643188	-50.367359	5.13267	-10.3912064402	24.1426944733	-0.359802246094	0.0
2016.0	1.0	74.0	2.0	-91.117462	-51.103893	5.707932	-10.2784664756	27.3081054688	-0.487854003906	1.0
2016.0	1.0	74.0	3.0	-89.443878	-51.839188	6.043614	-12.7578655042	26.8834114075	-0.507019042969	0.0
2016.0	1.0	74.0	4.0	-86.716003	-51.376995	5.594896	-12.63496158	25.1689186096	-0.555236816406	0.0
2016.0	1.0	74.0	5.0	-83.544067	-51.759064	6.732646	-13.7676134611	22.8370418549	-0.523620605469	0.0
2016.0	1.0	74.0	6.0	-79.714142	-52.143013	7.202871	-12.9347999974	27.7498340607	-0.531860351562	0.0
2016.0	1.0	74.0	7.0	-75.990784	-53.43792	9.376984	-12.496529027	49.3500442505	-0.469909667969	0.0
2016.0	1.0	74.0	8.0	-70.957489	-54.899281	6.489897	-13.750348409	47.5794792175	-0.0408935546875	0.0
2016.0	1.0	1626.0	36.0	-66.527008	-61.236019	3.207827	-30.0214648437	22.4614162445	-0.533386230469	0.0
2016.0	1.0	1626.0	37.0	-62.017761	-59.846107	3.527803	-28.3950131065	22.1060085297	-0.505187988281	0.0
2016.0	1.0	1626.0	38.0	-57.663574	-59.450432	4.855106	-27.3803839433	21.3938217163	-0.466369628906	0.0
2016.0	1.0	1626.0	39.0	-55.610443	-59.322071	6.041862	-27.358359889	21.0457515717	-0.471435546875	0.0
2016.0	1.0	1626.0	40.0	-54.194275	-59.079647	6.463212	-26.5243578459	18.9669971466	-0.484375	0.0
2016.0	1.0	1626.0	41.0	-53.150604	-59.084366	5.295738	-23.7735868755	20.0207939148	-0.447998046875	0.0
2016.0	1.0	1626.0	42.0	-51.454041	-59.065784	4.659826	-20.7009614643	21.5922489166	-0.486755371094	0.0
2016.0	1.0	1626.0	43.0	-51.649536	-59.921246	4.335941	-19.7782271536	17.5615692139	-0.730529785156	0.0
2016.0	1.0	1626.0	44.0	-52.454865	-60.338108	5.530713	-17.9276159668	14.141626358	-0.571044921875	0.0
2016.0	1.0	1626.0	45.0	-54.34137	-59.840424	7.407892	-15.4490501002	10.6157131195	-0.623229980469	0.0
2016.0	1.0	1626.0	46.0	-55.091614	-58.455353	6.657712	-12.7340971294	14.7840604782	-0.6943359375	0.0
2016.0	1.0	1626.0	47.0	-54.524231	-56.524124	4.875824	-10.2710057309	15.1408462524	-0.484558105469	1.0
