year	month	TPLnr	time pnt	lon	lat	vort_filt	thetaSST-theta500	UPV polewards	low depth	PLpoint
2015.0	2.0	5042.0	65.0	-148.072754	-51.196339	4.217785	-11.7702508224	33.8645591736	-0.227844238281	0.0
2015.0	2.0	5042.0	66.0	-142.823517	-51.917511	4.841376	-10.5704763312	30.8218097687	-0.494750976562	1.0
2015.0	2.0	5042.0	67.0	-138.955032	-53.883224	5.776923	-13.7075982345	35.0896110535	-0.917724609375	0.0
2015.0	2.0	5042.0	68.0	-136.858337	-55.809124	7.549834	-15.6032200863	29.5609550476	-1.07940673828	0.0
2015.0	2.0	5042.0	69.0	-134.4673	-57.223389	8.6299	-15.3733488384	34.0797424316	-1.04724121094	0.0
2015.0	2.0	5042.0	70.0	-131.327774	-58.549541	8.688602	-14.4717889083	31.1544303894	-0.8662109375	0.0
2015.0	2.0	5042.0	71.0	-126.536255	-59.481628	8.106912	-15.2719919305	32.6777992249	-0.498291015625	0.0
2015.0	2.0	5042.0	72.0	-121.369232	-62.32053	6.036576	-17.4242248535	36.733455658	-0.492248535156	0.0
2015.0	2.0	5042.0	73.0	-117.45874	-65.172661	4.802211	-17.246315918	43.4269447327	-0.424987792969	0.0
2015.0	2.0	5042.0	74.0	-111.564102	-66.928093	4.467237	-18.135163338	41.4070281982	-0.396057128906	0.0
2015.0	2.0	5042.0	75.0	-107.948868	-68.671837	4.453876	-17.4142515121	50.5123519897	-0.223571777344	0.0
2015.0	2.0	5620.0	89.0	-156.539597	-59.736965	2.638744	-33.573425293	73.3579864502	-0.09814453125	0.0
2015.0	2.0	5620.0	90.0	-149.499252	-58.526478	4.480622	-28.4673108553	42.5941390991	-0.341491699219	0.0
2015.0	2.0	5620.0	91.0	-143.132416	-56.496933	5.74294	-19.6686433491	21.7990379333	-0.869689941406	0.0
2015.0	2.0	5620.0	92.0	-138.207306	-54.844013	5.089081	-15.1075487639	20.6411628723	-0.704467773438	0.0
2015.0	2.0	5620.0	93.0	-134.598419	-53.673592	4.272135	-10.6404804431	16.1124744415	-0.659851074219	1.0
2015.0	2.0	5620.0	94.0	-133.191315	-50.952698	4.652527	-7.4626288163	14.0902433395	-0.823852539062	1.0
2015.0	2.0	5620.0	95.0	-131.26004	-50.096199	6.435433	-7.93036531147	20.6473636627	-0.56982421875	1.0
2015.0	2.0	5620.0	96.0	-130.030899	-49.135017	6.339572	-8.38314979955	49.5061950684	-0.594421386719	0.0
2015.0	2.0	5620.0	97.0	-128.255829	-48.014317	6.192349	-8.81626774715	40.9867477417	-0.476379394531	0.0
