year	month	TPLnr	time pnt (3hourly)	lon	lat	vort_filt	landdistr	meanSLP - SLP	thetaSST-theta500	U500north	PLpoint
2001.0	1.0	35.0	0.0	-165.537186	51.618698	5.768772	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	1.0	-166.019424	51.815006	6.080392	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	2.0	-165.897659	51.751083	7.051449	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	3.0	-166.453033	51.791695	6.743367	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	4.0	-167.114838	51.729801	6.678817	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	5.0	-167.523865	51.558159	6.406026	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	6.0	-167.836533	51.516468	7.266288	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	7.0	-168.08812	51.315002	6.862649	0.00297176820208	4.33288574219	-7.35147094727	29.3104820251	1.0
2001.0	1.0	35.0	8.0	-168.332809	51.190033	6.555714	0.00148588410104	3.94940185547	-7.3727722168	29.218170166	1.0
2001.0	1.0	35.0	9.0	-168.451324	51.024902	6.241907	0.0	3.82946777344	-7.50549316406	28.070526123	1.0
2001.0	1.0	35.0	10.0	-168.545563	50.796852	5.986385	0.0	3.36285400391	-7.5539855957	26.20570755	1.0
2001.0	1.0	35.0	11.0	-168.662628	50.673805	6.191638	0.0	3.08166503906	-7.50335693359	25.1849536896	1.0
2001.0	1.0	35.0	12.0	-168.366364	50.741821	6.083849	0.0	2.77392578125	-7.15167236328	25.1763916016	1.0
2001.0	1.0	35.0	13.0	-167.761871	50.943825	5.55354	0.0	2.55462646484	-7.14120483398	24.5065307617	1.0
2001.0	1.0	35.0	14.0	-167.515335	50.991028	4.944512	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	15.0	-167.192398	50.990616	4.98399	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	16.0	-166.916519	50.995701	5.141867	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	17.0	-166.757278	51.088982	4.964385	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	18.0	-166.280273	51.201653	4.421006	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	19.0	-165.75502	51.297478	3.989941	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	20.0	-165.341019	51.348682	3.450159	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	21.0	-164.522781	51.412323	2.85886	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	35.0	22.0	-163.756409	51.546463	2.173077	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	75.0	0.0	29.748024	75.891762	7.391969	0.210995542348	5.63714599609	-7.98818969727	17.4273700714	1.0
2001.0	1.0	75.0	1.0	29.901052	76.395287	7.241943	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	75.0	2.0	30.18969	76.909264	6.49856	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	75.0	3.0	31.043638	77.44976	5.794751	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	75.0	4.0	30.857296	78.148941	4.349636	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	75.0	5.0	32.390171	78.679741	3.811632	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	75.0	6.0	30.380913	79.430084	2.764249	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	0.0	4.966542	68.731667	10.54925	0.0	10.7437744141	-4.16735839844	16.1663551331	1.0
2001.0	1.0	79.0	1.0	6.82369	69.30304	10.008	0.0	11.0697631836	-4.60250854492	15.7248678207	1.0
2001.0	1.0	79.0	2.0	8.357535	69.632164	8.410326	0.0	9.19458007812	-4.73715209961	14.4321546555	1.0
2001.0	1.0	79.0	3.0	11.207715	70.378555	7.102418	0.0	7.83428955078	-5.22085571289	16.4263782501	1.0
2001.0	1.0	79.0	4.0	14.236594	71.474609	6.402031	0.0	7.38098144531	-5.62811279297	18.6419372559	1.0
2001.0	1.0	79.0	5.0	17.329674	72.581543	5.196897	0.0	4.82104492188	-6.79232788086	15.7008152008	1.0
2001.0	1.0	79.0	6.0	19.809679	73.304955	4.867828	0.0	5.57067871094	-7.77365112305	16.7875823975	1.0
2001.0	1.0	79.0	7.0	22.680391	74.19593	4.159899	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	8.0	25.914557	75.66777	4.049684	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	9.0	26.713316	76.409576	4.22525	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	10.0	27.062366	77.153999	3.703477	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	11.0	26.184816	77.900299	4.164861	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	12.0	25.64183	78.650063	4.778196	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	13.0	25.8069	79.265694	5.148318	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	14.0	25.987534	79.747551	5.255471	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	15.0	26.405951	80.166206	5.489315	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	16.0	25.681419	80.972519	5.719316	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	17.0	22.807989	81.629799	5.324192	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	18.0	17.828794	82.178719	4.904418	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	19.0	13.601727	82.502266	5.041007	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	20.0	10.608269	82.705261	4.810234	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	21.0	8.877687	82.792656	4.797977	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	22.0	10.32372	82.890358	4.999183	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	23.0	13.82319	83.166809	5.54774	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	24.0	15.874382	83.376022	5.666092	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	25.0	16.926832	83.665649	6.213171	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	26.0	18.038454	84.084846	6.552054	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	27.0	19.752687	84.47538	6.258562	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	28.0	19.93841	84.877083	5.708031	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	29.0	21.62006	85.416473	4.19952	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	30.0	29.109138	86.184288	3.487659	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	31.0	31.887009	86.719521	3.362085	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	32.0	32.123978	87.124664	2.89944	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	33.0	29.401154	87.448883	2.703157	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	34.0	12.444266	87.862778	2.725832	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	35.0	1.615831	87.855499	2.639451	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	36.0	-0.183685	87.758125	2.244538	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	79.0	37.0	-3.644806	87.81031	2.043649	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	4.0	-43.969055	47.205265	3.190314	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	5.0	-43.956146	48.72118	3.564692	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	6.0	-41.926636	48.669178	3.789554	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	7.0	-40.960388	49.906773	5.314415	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	8.0	-40.253754	50.647457	6.613962	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	9.0	-39.919006	51.571392	6.68634	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	10.0	-39.951263	52.482117	8.186491	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	11.0	-41.099152	53.275585	8.10383	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	12.0	-42.193176	53.702335	7.494959	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	13.0	-43.607086	53.782169	7.013235	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	14.0	-45.458832	53.223431	5.852216	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	15.0	-46.171143	52.627995	5.464792	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	16.0	-45.732178	50.735718	5.420001	0.0	5.06958007812	-8.69207763672	21.7668972015	1.0
2001.0	1.0	201.0	17.0	-44.382874	49.890636	5.351315	0.0	4.73693847656	-6.68249511719	23.5946083069	1.0
2001.0	1.0	201.0	18.0	-41.790039	48.810852	5.335174	0.0	3.92346191406	-4.75491333008	21.6108131409	1.0
2001.0	1.0	201.0	19.0	-39.291718	48.332554	3.888847	0.0	3.48718261719	-4.53921508789	20.2038841248	1.0
2001.0	1.0	201.0	20.0	-35.605591	47.735836	3.4343	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	21.0	-33.70697	47.495842	4.045663	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	22.0	-31.555084	47.418774	4.119266	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	23.0	-28.43277	47.483234	3.878845	0.0	0.0	0.0	0.0	0.0
2001.0	1.0	201.0	24.0	-25.845306	47.450565	4.378568	0.0	0.0	0.0	0.0	0.0
