year	month	TPLnr	time pnt (3hourly)	lon	lat	vort_filt	landdistr	meanSLP - SLP	thetaSST-theta500	U500north	PLpoint
2007.0	1.0	95.0	0.0	-35.013214	59.476074	5.16179	0.0	0.0	0.0	0.0	0.0
2007.0	1.0	95.0	1.0	-32.019318	59.475014	4.797142	0.0	5.95733642578	-7.85006713867	21.5908889771	1.0
2007.0	1.0	95.0	2.0	-27.79483	59.955288	5.224317	0.0	4.12530517578	-7.36373901367	18.5614299774	1.0
2007.0	1.0	95.0	3.0	-25.187988	60.181786	5.140821	0.0	3.51312255859	-6.92816162109	19.2281188965	1.0
2007.0	1.0	95.0	4.0	-22.655945	60.117527	5.890395	0.0	3.17633056641	-6.55807495117	20.5382385254	1.0
2007.0	1.0	95.0	5.0	-20.490509	59.997673	6.147979	0.0	3.29772949219	-7.59710693359	17.3336219788	1.0
2007.0	1.0	95.0	6.0	-17.621765	59.776657	5.684334	0.0	3.62957763672	-8.52087402344	17.1689510345	1.0
2007.0	1.0	95.0	7.0	-14.907776	59.53035	4.922232	0.0	0.0	0.0	0.0	0.0
2007.0	1.0	95.0	8.0	-10.871521	58.703232	4.556217	0.0	3.35766601562	-8.60556030273	21.1620788574	1.0
2007.0	1.0	95.0	9.0	-8.447418	57.782463	4.899557	0.0	0.0	0.0	0.0	0.0
2007.0	1.0	95.0	10.0	-6.065613	56.778996	4.845736	0.0	0.0	0.0	0.0	0.0
2007.0	1.0	95.0	11.0	-2.744507	55.381802	5.076445	0.0	0.0	0.0	0.0	0.0
2007.0	1.0	95.0	12.0	-0.954468	54.394245	4.072572	0.0	0.0	0.0	0.0	0.0
2007.0	1.0	95.0	13.0	0.927752	52.964874	2.666302	0.0	0.0	0.0	0.0	0.0
2007.0	1.0	345.0	13.0	-61.926971	43.822124	3.955595	0.0	0.0	0.0	0.0	0.0
2007.0	1.0	345.0	14.0	-59.387268	45.277908	4.412258	0.0	0.0	0.0	0.0	0.0
2007.0	1.0	345.0	15.0	-56.99826	47.679653	5.645194	0.0	0.0	0.0	0.0	0.0
2007.0	1.0	345.0	16.0	-54.797577	50.043381	6.388818	0.0	0.0	0.0	0.0	0.0
2007.0	1.0	345.0	17.0	-53.368347	50.800308	6.011941	0.0	0.0	0.0	0.0	0.0
