year	month	TPLnr	time pnt (3hourly)	lon	lat	vort_filt	landdistr	meanSLP - SLP	thetaSST-theta500	U500north	PLpoint
2008.0	1.0	12.0	0.0	151.948746	45.316101	6.471221	0.0133729569094	4.12109375	-7.00827026367	25.7473220825	1.0
2008.0	1.0	12.0	1.0	153.94342	45.641323	5.85046	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	12.0	2.0	156.199554	46.083504	5.19244	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	12.0	3.0	158.659012	46.948334	5.147646	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	12.0	4.0	160.929962	47.48225	5.080832	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	12.0	5.0	163.385986	48.198067	4.082854	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	12.0	6.0	166.531128	49.431042	3.103667	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	245.0	6.0	157.17128	45.69289	2.543019	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	245.0	7.0	158.800018	46.103405	3.106318	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	245.0	8.0	160.4095	46.648129	3.67136	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	245.0	9.0	162.097015	47.621368	4.227428	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	245.0	10.0	163.545624	48.338238	5.311629	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	245.0	11.0	164.498657	49.197582	5.280837	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	245.0	12.0	166.297989	49.937569	5.685224	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	245.0	13.0	167.737747	50.677589	5.567315	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	245.0	14.0	168.411469	51.332706	4.909174	0.0	2.39996337891	-8.41561889648	20.2253551483	1.0
2008.0	1.0	245.0	15.0	169.450302	51.760838	5.719492	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	245.0	16.0	170.466995	52.016628	5.185319	0.00594353640416	2.66497802734	-7.99838256836	19.8392963409	1.0
2008.0	1.0	245.0	17.0	171.568909	52.273094	5.272937	0.0	0.0	0.0	0.0	0.0
2008.0	1.0	245.0	18.0	172.686752	52.511341	4.957329	0.0074294205052	2.744140625	-7.55661010742	23.5982666016	1.0
2008.0	1.0	245.0	19.0	173.839294	52.686302	5.614398	0.0074294205052	3.5888671875	-7.25134277344	22.4078083038	1.0
2008.0	1.0	245.0	20.0	175.305923	52.765858	5.108083	0.00891530460624	3.44494628906	-7.51583862305	23.096830368	1.0
2008.0	1.0	245.0	21.0	176.823715	52.843071	4.171237	0.00297176820208	3.08276367188	-7.88052368164	23.1164779663	1.0
2008.0	1.0	245.0	22.0	178.637833	53.196495	4.064028	0.00297176820208	2.97955322266	-8.4709777832	20.2973403931	1.0
2008.0	1.0	245.0	23.0	-179.665726	53.186832	4.379471	0.00445765230312	2.73413085938	-8.40560913086	21.9620380402	1.0
2008.0	1.0	245.0	24.0	-177.774551	52.949696	4.03755	0.0133729569094	2.68707275391	-8.28009033203	20.0890884399	1.0
2008.0	1.0	245.0	25.0	-175.519791	52.562347	3.922286	0.0222882615156	2.86224365234	-8.09411621094	19.752450943	1.0
2008.0	1.0	245.0	26.0	-174.112564	52.059792	4.002458	0.0163447251114	2.96923828125	-8.43130493164	20.9929676056	1.0
2008.0	1.0	245.0	27.0	-172.723862	51.75172	3.075051	0.0	0.0	0.0	0.0	0.0
