year	month	TPLnr	time pnt (3hourly)	lon	lat	vort_filt	landdistr	meanSLP - SLP	thetaSST-theta500	U500north	PLpoint
2010.0	1.0	4.0	27.0	132.146683	36.925453	6.406145	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	28.0	133.885208	37.518337	7.850181	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	29.0	134.937119	38.268433	8.116982	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	30.0	136.201859	38.981308	7.999519	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	31.0	137.258957	39.603352	9.414102	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	32.0	138.105652	39.924301	10.6621	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	33.0	139.133972	40.343452	11.30409	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	34.0	139.627899	40.300941	9.567234	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	35.0	141.131989	40.066162	8.269873	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	36.0	143.189957	40.396255	8.018002	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	37.0	144.147568	40.509747	6.369347	0.00148588410104	4.53375244141	-5.28787231445	29.5675830841	1.0
2010.0	1.0	4.0	38.0	144.875717	40.633453	5.657428	0.0	4.81829833984	-7.54690551758	26.8216381073	1.0
2010.0	1.0	4.0	39.0	146.140884	41.085426	5.621478	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	40.0	146.120255	41.885979	5.281552	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	41.0	145.391006	41.840813	3.783964	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	42.0	145.285309	41.558834	2.72467	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	43.0	145.587814	40.950935	3.328541	0.0	2.87432861328	-7.17874145508	26.1621551514	1.0
2010.0	1.0	4.0	44.0	145.79158	39.996929	3.25877	0.0	2.52294921875	-5.36529541016	26.6234130859	1.0
2010.0	1.0	4.0	45.0	146.760559	39.336361	3.177756	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	46.0	148.08699	39.460506	3.110266	0.0	2.84063720703	-2.88107299805	24.7988185883	1.0
2010.0	1.0	4.0	47.0	148.248734	40.55254	3.18419	0.0	2.43548583984	-3.2038269043	26.5556201935	1.0
2010.0	1.0	4.0	48.0	146.997131	40.335621	2.604415	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	4.0	49.0	145.827805	39.035748	2.193593	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	5.0	35.0	148.944656	38.274445	3.597264	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	5.0	36.0	149.988037	38.808594	5.546834	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	5.0	37.0	150.98645	39.687485	5.479444	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	5.0	38.0	151.681274	40.6717	5.545384	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	5.0	39.0	153.445724	40.655491	5.475115	0.0	0.0	0.0	0.0	0.0
2010.0	1.0	5.0	40.0	155.608414	40.433697	5.849424	0.0	0.0	0.0	0.0	0.0
