year	month	TPLnr	time pnt (3hourly)	lon	lat	vort_filt	landdistr	meanSLP - SLP	thetaSST-theta500	U500north	PLpoint
2009.0	1.0	4.0	20.0	-21.610504	80.130424	4.394802	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	21.0	-19.169159	79.726135	5.677619	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	22.0	-16.954071	79.250618	6.596163	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	23.0	-14.554199	79.459152	8.607462	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	24.0	-12.011688	78.734962	8.984969	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	25.0	-8.611877	78.260811	8.232807	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	26.0	-3.908417	77.966064	6.72381	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	27.0	1.149277	77.381378	5.627415	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	28.0	6.834788	77.067307	4.86117	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	29.0	12.654127	76.689507	4.99713	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	30.0	17.382847	76.167236	4.915771	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	31.0	20.460806	75.495293	5.864053	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	32.0	23.658285	74.79808	6.204166	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	33.0	27.343065	73.32859	6.887578	0.0326894502229	6.37896728516	-1.75387573242	15.373705864	1.0
2009.0	1.0	4.0	34.0	29.334366	72.937866	7.285367	0.0	7.47149658203	-0.969055175781	13.6144618988	1.0
2009.0	1.0	4.0	35.0	30.714931	72.504089	8.386961	0.0178306092125	8.83288574219	-0.883850097656	10.637796402	1.0
2009.0	1.0	4.0	36.0	31.634335	72.022942	9.811096	0.0579494799406	9.79907226562	-0.938018798828	14.4561471939	1.0
2009.0	1.0	4.0	37.0	31.841486	71.431595	10.78504	0.130757800892	10.4475097656	-0.295440673828	13.3841533661	1.0
2009.0	1.0	4.0	38.0	32.506104	70.764374	8.263212	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	39.0	33.024944	69.8741	7.756711	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	40.0	34.429031	68.869514	4.663774	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	41.0	36.529907	67.938339	3.448777	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	42.0	39.165581	66.72525	2.643251	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	43.0	41.939598	66.328148	2.427643	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	44.0	44.098694	66.386711	2.343884	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	45.0	46.000542	66.39904	2.264073	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	46.0	48.439461	66.648712	2.793169	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	47.0	51.716644	67.227928	2.830005	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	48.0	51.61599	67.554733	3.237465	0.0	0.0	0.0	0.0	0.0
2009.0	1.0	4.0	49.0	52.111423	67.865623	2.884088	0.0	0.0	0.0	0.0	0.0
